评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5513738832,惠风和畅91631,男,其他,4456,96,262,真的要大流行呀,0,2020-06-16 09:54
https://weibo.cn//u/7335270299,他不喜欢吃茄子阿_,女,其他,2679,210,40,做好防护吧 希望早点结束,0,2020-06-16 09:39
https://weibo.cn//u/2102105610,神颜王子Kundy的音乐殿堂,女,四川,19537,794,4572,是不是在海鲜市场又重生母体新冠了，按原来那个新冠不会还有这么强的传染力。,0,2020-06-16 09:09
https://weibo.cn//u/2513451280,呵哟哟,男,北京,252,281,143,回复@阿欢咪呀:你小学毕业了吗？,0,2020-06-16 08:14
https://weibo.cn//u/1992120421,KikiGyu,女,北京,503,86,592,回复@阿欢咪呀:再读一遍呢？,0,2020-06-16 08:06
https://weibo.cn//u/2851218470,想做好老师的虞老师,男,浙江,449,478,454,回复@阿欢咪呀:阅读理解呢？您看看仔细好吗,0,2020-06-16 07:55
https://weibo.cn//u/6082151979,初见儿er,男,北京,0,34,87,回复@区块链数据时代:流弊。能说出这样的话,0,2020-06-16 07:28
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5100914041,微雨燕双飞0108,男,浙江,1255,195,190,测定和分析速度好快，战疫工作人员辛苦了！感觉这次淡定多了，应对有方！,45,2020-06-15 21:46
https://weibo.cn//u/7016206379,阿猫电影,男,其他,13463,191,502140,加油，只有经历过地狱般的折磨，才有征服天堂的力量,24,2020-06-15 21:46
https://weibo.cn//u/6860548558,现在加油的王,男,山东,0,70,1,两次都是市场、大城市，应该能说明点什么？,11,2020-06-15 21:44
https://weibo.cn//u/5985287776,置息的生活,女,浙江,8193,3436,749,i,0,2020-06-18 05:43
https://weibo.cn//u/5462403391,等待出生的小七,女,其他,11376,1706,5590,这位说什么我都打个问号,0,2020-06-17 14:56
https://weibo.cn//zaiduoduo,鄒軼,男,其他,10969,966,692,结果还不能公布？,0,2020-06-16 08:46
https://weibo.cn//677891607,监利检察官法官联手制造冤案,男,湖北,21214,134,588, ,1,2020-06-16 07:52
https://weibo.cn//u/6092370520,如尘bb,女,北京,16795,332,1748,效率啊👍,0,2020-06-16 06:29
https://weibo.cn//u/2621758865,黑喵锦长侠,女,北京,1272,530,472,为什么不报新增了？,0,2020-06-16 06:29
https://weibo.cn//u/6158897163,人在陌路1979,男,其他,341,144,41,高福还在？,1,2020-06-16 06:16
https://weibo.cn//u/7370455201,天凉2,男,青海,1086,548,367,疫情快滚蛋！,0,2020-06-16 06:14
https://weibo.cn//u/6575266041,多晴少雨天,男,安徽,300,61,561,"倡议：“我要做的是：做好自身防护，听从国家号召，服从疫情管理，发现问题及时报告。""",0,2020-06-16 05:47
https://weibo.cn//u/3912049398,gay鹿鹿,男,广西,45,33,20,太困了,0,2020-06-16 05:10
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6879750908,歪歪是一只小羊,女,其他,419,1195,895,有的人一辈子也见不到真是太好啦,800,2020-06-15 20:23
https://weibo.cn//u/3430577012,阿校校努力摸鱼中,女,上海,30560,844,1409,关系好的话以后也会经常约出来玩啊，关系不好本来以后也不会再见了,176,2020-06-15 20:37
https://weibo.cn//u/7205507511,夜雨守候U,女,北京,43,175,166,你想见人家并不意味着人家也想见你,298,2020-06-15 20:26
https://weibo.cn//u/6857329296,士多丸子,男,其他,268,287,21,回复@罗阿校瘦到95斤了吗:其实就相当于再也见不到了，我和我大学最好的朋友一个在北京一个在内蒙毕业三年了没见过一面估计这辈子只有在对方结婚的时候才能见到了，时间成本太高了。,0,2020-06-16 21:35
https://weibo.cn//u/3430577012,阿校校努力摸鱼中,女,上海,30560,844,1409,回复@士多丸子:那也不是再也不见呀,0,2020-06-16 20:21
https://weibo.cn//u/6857329296,士多丸子,男,其他,268,287,21,回复@罗阿校瘦到95斤了吗:这是大学室友都是来自五湖四海的毕业以后有的去大城市有的回家乡有的在学校当地，就算关系好的也有可能一两年见一面了。,2,2020-06-16 20:17
https://weibo.cn//u/5816464096,糯米爱次啵啵糖,女,其他,1099,573,76,回复@夜雨守候U:,0,2020-06-16 19:40
https://weibo.cn//u/2807109940,julie_starlight,女,福建,4520,684,540,回复@罗阿校瘦到95斤了吗:回到不同城市的话即使关系好也很难见面了,3,2020-06-16 19:33
https://weibo.cn//u/6176361387,壹枚搬砖工,男,山东,460,513,807,回复@发际线很高又怎样:要招生了，想方设法宣传,0,2020-06-16 19:29
https://weibo.cn//u/5691047682,发际线很高又怎样,女,江苏,170,70,63,回复@一岁就很乖123:也是学校办理理发店给学生免费推头的,0,2020-06-16 19:26
https://weibo.cn//u/5691047682,发际线很高又怎样,女,江苏,170,70,63,求求不要在买热搜了，钱花在正道上吧，学校延长上到8月份上下学期的课，到底是因为啥也不给个说法,1,2020-06-16 19:25
https://weibo.cn//u/5721300226,你藏在哪一朵雲的背後,女,陕西,328,121,93,回复@夜雨守候U:想见你只想见你未来过去我只想见你,2,2020-06-16 19:24
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//emilysinee,Free_美丽周记,女,海外,12778,5619,115548,北京挺住！！,52,2020-06-15 19:39
https://weibo.cn//u/2323375044,原来是涓涓呀,女,陕西,2559,526,1659,早发现 早隔离 早治疗 做好防护带好口罩 相信北京一定能挺过这一关 [加油],25,2020-06-15 19:40
https://weibo.cn//u/6511541439,金主哥,男,其他,27688,367,1725815,北京挺住啊，一定会渡过难关,14,2020-06-15 19:38
https://weibo.cn//u/3951947894,邵阳中院,男,湖南,14977,753,32521,【,0,2020-06-16 16:52
https://weibo.cn//u/5300256416,黄景瑜工作室助理微博,男,四川,15583,188,889,相信北京[加油],0,2020-06-16 08:33
https://weibo.cn//u/3221918675,时光城里山南水北,女,重庆,924,119,94,@璇宝宝OMG,0,2020-06-16 07:46
https://weibo.cn//u/7370455201,天凉2,男,青海,1086,548,367,科学防控疫情！！！,0,2020-06-16 06:32
https://weibo.cn//u/6021272964,明明不是安琪拉,女,西藏,504,262,88,我的天哪,0,2020-06-16 03:28
https://weibo.cn//u/3969900957,郑智律的hero,女,海外,54,222,270,北京要升级管控啊,0,2020-06-15 22:40
https://weibo.cn//u/5717981248,凯MrsL,男,其他,50,241,515,为什么是北京？愿早日找到源头,1,2020-06-15 22:39
https://weibo.cn//u/6231392899,半度月牙,男,其他,43,11,1,疫情快点过去吧,0,2020-06-15 22:35
https://weibo.cn//diaoxinchong,CY虫意,女,北京,2653,178,77,北京加油,0,2020-06-15 22:22
https://weibo.cn//u/5690423534,旅大新视野,男,云南,842,445,1048,回复@原来是涓涓呀:加上重要一条:就是“早回报”！！！！！！！！！,0,2020-06-15 22:15
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2878269863,王W浩H正Z,男,山东,142,215,926,明明是整个北京，弄些街道，混淆视听,26,2020-06-15 19:34
https://weibo.cn//u/3537077677,华子敬言,男,江苏,19003,680,34089,愿疫情的阴霾早日散去🙏,10,2020-06-15 19:32
https://weibo.cn//u/2128740705,猴大人在吗,男,北京,93,227,338,青龙桥街道的那例公布都快一天了，也没说清楚是哪个小区,9,2020-06-15 19:30
https://weibo.cn//616827230,王晓虎Tiger,男,北京,3482,1867,38730,回复@乘龙出海:不是一个级别的。四个直辖市的区等同于其他地级市，四个直辖市的街道（镇乡）等同于地级市所辖的区或县。,0,2020-06-18 00:36
https://weibo.cn//u/3958960481,乘龙出海,男,其他,75,672,27,回复@王晓虎Tiger:你觉得外地的市没有区？,0,2020-06-17 12:17
https://weibo.cn//u/3519635883,笙歌落7,女,其他,91,137,111,回复@王晓虎Tiger:政治上是这样划分 但是这个问题从地理角度看更合适吧  北京一个街道和别的省一个县相比，土地面积和人口数量都不是同一个级别的 管控起来比县要容易的多,0,2020-06-16 22:05
https://weibo.cn//616827230,王晓虎Tiger,男,北京,3482,1867,38730,回复@笙歌落7:举个例子， 北京市朝阳区东风乡 山东省潍坊市寿光县,0,2020-06-16 18:35
https://weibo.cn//616827230,王晓虎Tiger,男,北京,3482,1867,38730,回复@冷场帝阿呆:是真的鸭，北京市的级别相当于其他的省，区or县（现在已经没有县了）的级别相当于其他地级市，街道or乡or镇的级别相当于其他省的市辖区或县。,1,2020-06-16 18:26
https://weibo.cn//u/3519635883,笙歌落7,女,其他,91,137,111,回复@冷场帝阿呆:,0,2020-06-16 12:59
https://weibo.cn//u/3519635883,笙歌落7,女,其他,91,137,111,回复@王晓虎Tiger:县就过分了 跟镇差不多,0,2020-06-16 12:50
https://weibo.cn//u/3871339962,尐源子,女,海外,422,73,198,回复@柔ia:没有确诊两百多万，死了十多万，居然还在说美国投毒,0,2020-06-16 10:48
https://weibo.cn//u/3518084750,P_AnD_Q,男,北京,45,28,14,卢沟桥南里属于哪个街道？小程序定位显示属于丰台街道，地图查询属于宛平街道。到底是哪个？,0,2020-06-16 10:48
https://weibo.cn//u/1086607867,123掐指一算,男,云南,264,68,62,没事，做个宅男宅女没什么大不了的，还可以省点油费，净化一下空气,0,2020-06-16 07:07
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2801908122,糖芯_Sweet,女,浙江,330,211,2929,相信国家，相信政府现在的防疫经验，北京也许正在经历武汉曾经所经历的，但是北京不会再受到当初武汉所受到的伤害[加油]🙏,10,2020-06-15 19:20
https://weibo.cn//u/5669783484,橙汁酸又甜,女,湖北,1611,321,263,北京加油！大家做好防护工作🙏🙏🙏🙏,8,2020-06-15 19:21
https://weibo.cn//u/6481562226,KOMOooo_,女,北京,967,448,6166,北京到底停不停课啊？,3,2020-06-15 19:20
https://weibo.cn//u/7304377938,Surplus20974,男,其他,30,201,8,。,0,2020-06-16 08:15
https://weibo.cn//u/6481562226,KOMOooo_,女,北京,967,448,6166,回复@W是风一样的女子:昨天晚上老师连夜打电话的 我们已经停了 但是我看好像还有挺多没停 我也不好说啥 希望重视吧,0,2020-06-16 07:33
https://weibo.cn//u/2197576083,loveEmily6666,男,四川,48181,341,314,带好口罩😷多洗手,0,2020-06-16 06:56
https://weibo.cn//wyw061012,Wind-ueen,女,北京,596,378,99,回复@KOMOYOEK:中风险区非毕业年级停了，居家，但是区里没停，还得一块考试,0,2020-06-16 01:07
https://weibo.cn//u/5717981248,凯MrsL,男,其他,50,241,515,为什么是北京？愿早日找到源头,1,2020-06-15 22:39
https://weibo.cn//u/6522024974,梅的小摸仙小薛,女,山西,341,356,57,加油，愿平安！,0,2020-06-15 22:04
https://weibo.cn//u/2868896437,沐沐TRACER,女,安徽,3763,184,2147,北京加油啊,0,2020-06-15 20:57
https://weibo.cn//u/2468545560,fantasy狮子座,女,湖北,1864,209,294,北京加油,0,2020-06-15 20:34
https://weibo.cn//u/6481562226,KOMOooo_,女,北京,967,448,6166,回复@眠云猫卧石:这个我知道 那中学怎么办呀,0,2020-06-15 20:31
https://weibo.cn//u/1744163151,时年微博,女,福建,3747,251,1402,北京加油！,0,2020-06-15 20:31
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/1552743311,努力的饭团在改变,女,北京,31650,226,2209,坐标丰台，无街道居委物业任意一方调查询问是否去过新发地，小区快递外卖进出无阻，小区居民有不戴口罩行为,14,2020-06-15 16:57
https://weibo.cn//u/1321518390,滺舜,女,其他,311,97,259,防疫人员也挺不容易的，这大热天的，大家互相理解，积极配合～争取早日结束这场“战斗”，北京加油！,6,2020-06-15 16:59
https://weibo.cn//u/1920941884,默默大夜猫,女,其他,5812,389,799,这段时间，大家只能配合一下了，目前各方面处理很及时，会很快恢复正常🙏,6,2020-06-15 16:58
https://weibo.cn//u/6225353866,执着久了会累1920,女,宁夏,490,334,84,中国加油,0,2020-06-16 08:14
https://weibo.cn//u/2768028141,燕子曹jinycao,女,甘肃,3387,347,193,加油，众志成城,0,2020-06-16 01:38
https://weibo.cn//u/1352297372,十六的月亮也圆,男,安徽,1030,291,42,唉,0,2020-06-15 20:33
https://weibo.cn//u/5400781111,会飞的鱼玩呢,男,其他,339,237,105,一级响应不行吗 现在情况不容乐观,0,2020-06-15 19:29
https://weibo.cn//u/5135036672,自明H,男,上海,700,1069,133,对之前已离京的人员，如何追踪？,0,2020-06-15 18:57
https://weibo.cn//tianluolaw,北京天洛律师事务所,男,其他,75,59,53,但愿快点过去,0,2020-06-15 18:49
https://weibo.cn//u/2012114304,战的路路,女,海南,10411,166,1409,北京加油[加油][加油],1,2020-06-15 18:47
https://weibo.cn//u/1951097180,青霄玉女司霜雪,女,天津,9905,778,983,回复@努力的饭团在改变:北京一贯的作风，不出事就当不知道不存在，如果你一举报一打电话，反应倒是很快,0,2020-06-15 18:28
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2148411330,维维薇薇蔚蔚_,女,其他,3745,73,139,天啦，这不跟刚开始的武汉华南海鲜市场一样么？！！！,47,2020-06-15 16:53
https://weibo.cn//u/6988755511,放批添风,男,上海,132,243,4,性别前为毛要加个“某”字？,16,2020-06-15 16:52
https://weibo.cn//u/2170645354,WR婉婉,女,上海,860,600,508,北京加油[加油],10,2020-06-15 16:47
https://weibo.cn//u/7197337226,老男孩Kevin,男,新疆,43,34,5,北京啊北京，加油啊！大家都带好口罩哈,0,2020-06-16 09:10
https://weibo.cn//u/7197337226,老男孩Kevin,男,新疆,43,34,5,回复@放批添风:有一个男的，有一个女的，,0,2020-06-16 09:09
https://weibo.cn//neil86,堂吉诃德的忏悔,男,上海,2943,428,795,一定要戴口罩,0,2020-06-16 09:04
https://weibo.cn//u/6764047058,你号被夹没了,男,天津,4878,109,459,问题是发病人还有湖北人…这里面就复杂了，要分析这些人以前有没有染病未被发现。,0,2020-06-16 08:41
https://weibo.cn//neil86,堂吉诃德的忏悔,男,上海,2943,428,795,一定要戴口罩,0,2020-06-16 08:38
https://weibo.cn//u/6413891559,光头上尉75,男,其他,677,74,27,北京挺住,0,2020-06-16 07:57
https://weibo.cn//zzs309,酸zzs橘子,女,湖南,1297,1042,120,加油,0,2020-06-15 23:05
https://weibo.cn//u/1761236597,喜鹊渐离,女,河北,291,186,91,16个河北人,0,2020-06-15 21:03
https://weibo.cn//u/3229527763,Amy-MaoMao,女,北京,2080,418,263,就一个北京人,1,2020-06-15 20:26
https://weibo.cn//113422810,生活甜甜三分糖就够啦,女,北京,1006,270,63,回复@momery1980:疫情来了谁管是北京人还是武汉人，湖北不也劳务输入大省,0,2020-06-15 20:14
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/7362849299,甜句,女,海外,1508,558,725856,北京稳住[拳頭],16,2020-06-15 16:32
https://weibo.cn//u/6987640828,音乐热评,男,浙江,183,236,4156,新发地，这个名字太不吉利了,10,2020-06-15 16:31
https://weibo.cn//u/5717981248,凯MrsL,男,其他,50,241,515,北京高考会不会再次延迟？这次疫情会不会又要撤掉一些人的职务,9,2020-06-15 16:35
https://weibo.cn//mason2416,疯狂学习的Mishy,男,上海,3749,3628,1298,糟糕赶快改名字,0,2020-07-05 15:40
https://weibo.cn//u/2625738305,茹果说1202,女,吉林,173,586,139,现在比1，2月份严峻多了，防控却那么松懈，拿北京人民当小白鼠搞常态化防疫吗，学校停课，可以居家办公的居家办公，为啥不实施起来，真等控制不住了再说吗,0,2020-06-15 18:06
https://weibo.cn//u/1966494955,曼联红G11,男,广东,6371,337,528,事大了,0,2020-06-15 17:51
https://weibo.cn//520927618,王小保丶,男,北京,13046,547,665,回复@音乐热评: 20年前就有了。。。,1,2020-06-15 17:24
https://weibo.cn//u/7007893988,全世界最温柔的小孩jjy,女,其他,4573,374,72,北京加油,0,2020-06-15 17:01
https://weibo.cn//u/2660464547,平凡的平淡幸福,女,辽宁,574,413,368,北京 加油,0,2020-06-15 16:58
https://weibo.cn//207504446,小美浆家的vivi,女,浙江,4679,390,3813,加油,0,2020-06-15 16:52
https://weibo.cn//u/5695797014,珠海房产黎思萍,女,广东,1554,126,175926,严查严控，北京加油,1,2020-06-15 16:44
https://weibo.cn//u/5662941474,雨雯雯ww,女,山西,755,346,341,刀削面为北京加油！！,0,2020-06-15 16:44
https://weibo.cn//u/3283623602,有你9很幸福9,男,云南,1997,832,105,辛苦我们的英雄了 这么热的天还要穿着防护服,0,2020-06-15 16:43
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6508520045,情骰,男,黑龙江,3799,2963,16620,疫情猛如虎，责任重于泰山,8,2020-06-15 16:04
https://weibo.cn//u/5717981248,凯MrsL,男,其他,50,241,515,北京高考会不会再次延迟？这次疫情会不会又要撤掉一些人的职务,8,2020-06-15 16:11
https://weibo.cn//u/1308272914,黑幽白书,女,北京,100,589,405,北京还限行呢。。。都二级了还限行，懒政,0,2020-06-15 23:15
https://weibo.cn//u/3192716242,暖芽叙,女,四川,4630,1302,367,加油北京[加油],0,2020-06-15 22:57
https://weibo.cn//u/5556362861,慧剑焱焱,女,海外,201,521,255,相信北京，加油,0,2020-06-15 20:38
https://weibo.cn//u/7041355156,正人君子618,男,其他,174,16,162,北京加油,0,2020-06-15 19:08
https://weibo.cn//junzhangwei,二十四克纯真,男,山东,25,102,547,北京不会成为第二个武汉的，,0,2020-06-15 18:56
https://weibo.cn//u/1041080865,水兑的咖啡,女,其他,1067,204,76,北京挺住！武汉人为你加油[加油][加油][加油],0,2020-06-15 17:40
https://weibo.cn//u/1776787662,奕小酒,女,上海,222,376,167,北京会封城吗？,0,2020-06-15 17:06
https://weibo.cn//u/2065137811,快乐智轩baybi,男,广东,451,517,89,加油北京！爱你北京！,0,2020-06-15 17:04
https://weibo.cn//u/5986042520,学海无舟2016,男,安徽,937,112,9,今天股市尾盘医药有关股封涨，预计情况不好,0,2020-06-15 16:52
https://weibo.cn//u/5979252841,薇薇ivyhsu69,女,北京,4958,346,241,会不会全员检测呀,0,2020-06-15 16:50
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2140668803,小胖子520518,男,湖北,1365,437,189,说疫情，少来那些说吴尊的 ！！！！,114,2020-06-15 15:21
https://weibo.cn//u/1964333995,风浅00,男,黑龙江,929,645,127,标题一打眼我还以为是吴尊的朋友称……,61,2020-06-15 15:22
https://weibo.cn//u/6570123887,等你来看星辰落入海,女,其他,251,236,46,外地是指境外还是…,16,2020-06-15 15:23
https://weibo.cn//u/2646807454,Ally_switch,男,海外,1,102,31,回复@雪声芬飞:自己判断,0,2020-06-17 03:42
https://weibo.cn//u/5594901436,小小小小女子要抹杀你的57114,男,其他,3,23,1,我以为是吴尊的朋友,0,2020-06-16 09:33
https://weibo.cn//u/6600973884,明月海上丞,男,上海,265,137,25,回复@果果喵儿:这个病毒真恐怖,0,2020-06-15 23:18
