壮丽,trust,0.609
壮观,anticipation,0.641
壮观,joy,0.912
壮观,surprise,0.688
装修,anticipation,0.516
装修,joy,0.333
装甲,fear,0.469
装潢,joy,0.303
赚,trust,0.562
转弯,fear,0.344
转弯,surprise,0.508
转储,anger,0.312
转储,sadness,0.516
转,disgust,0.133
专制,fear,0.656
专政,anger,0.676
专政,anticipation,0.234
专政,disgust,0.672
专政,fear,0.734
专政,sadness,0.509
专业的,trust,0.68
专门知识,trust,0.68
专家,trust,0.664
抓住,surprise,0.32
抓,anger,0.557
抓,anticipation,0.555
著名,anticipation,0.641
著名,joy,0.859
祝我好运,fear,0.212
祝贺,joy,0.719
祝福,anticipation,0.578
祝福,joy,0.844
祝福,surprise,0.352
祝福,trust,0.625
柱头,anger,0.348
柱头,disgust,0.453
柱头,fear,0.455
柱头,sadness,0.438
驻军,trust,0.367
注重,trust,0.438
注意力不集中,anger,0.121
注意的,trust,0.5
注射器,fear,0.484
注射,fear,0.609
注定,anticipation,0.617
注定,fear,0.888
注定,sadness,0.766
注定,trust,0.555
注册处,trust,0.547
注册,anticipation,0.477
注册,trust,0.461
住宅,joy,0.094
住宿,trust,0.445
助攻,trust,0.648
助产士,anticipation,0.406
助产士,joy,0.288
助产士,trust,0.555
主张,trust,0.664
主要,trust,0.57
主席,trust,0.492
主权,fear,0.328
主权,trust,0.422
主教,trust,0.477
主管,trust,0.789
主持,anticipation,0.586
主,disgust,0.125
主,joy,0.312
主,trust,0.445
烛火,joy,0.424
逐出,anger,0.484
逐出,sadness,0.375
猪,disgust,0.664
诛戮,anger,0.719
诛戮,disgust,0.453
诛戮,fear,0.356
皱着眉头,anger,0.239
皱着眉头,disgust,0.219
皱着眉头,sadness,0.5
皱眉,sadness,0.453
皱,sadness,0.297
咒骂,anger,0.625
咒骂,disgust,0.43
周期性,trust,0.367
周末,joy,0.441
周到,trust,0.617
州长,trust,0.453
州城,joy,0.135
重组,anticipation,0.438
重要性,anticipation,0.523
重要的日子,fear,0.109
重要,trust,0.633
重新点燃,joy,0.312
重燃,anticipation,0.594
重燃,fear,0.234
重燃,joy,0.609
重燃,surprise,0.336
重男轻女,trust,0.461
重量,anticipation,0.258
重量,disgust,0.219
重量,fear,0.109
重量,joy,0.109
重量,sadness,0.141
重量,surprise,0.117
重量,trust,0.289
重聚,joy,0.515
重建,anticipation,0.438
重击,fear,0.594
重犯,fear,0.672
重仓股,disgust,0.203
重,fear,0.297
众议员,trust,0.297
仲裁者,trust,0.484
仲裁人,trust,0.438
仲裁,anticipation,0.477
肿胀,fear,0.281
衷心,joy,0.719
衷心,sadness,0.188
衷心,trust,0.734
终止,sadness,0.641
终奌站,fear,0.703
终奌站,sadness,0.688
忠实地,trust,0.531
忠实的,anticipation,0.383
忠实的,trust,0.578
忠告,trust,0.617
忠诚,fear,0.094
忠诚,joy,0.553
忠诚,surprise,0.148
忠诚,trust,0.805
中央,trust,0.531
中性,anticipation,0.148
中性,joy,0.114
中性,trust,0.398
中立,trust,0.43
中间人,anticipation,0.32
中间人,trust,0.609
中断,anger,0.358
中断,disgust,0.406
中断,fear,0.312
中断,sadness,0.297
中毒,anger,0.636
中毒,disgust,0.711
中毒,fear,0.886
中毒,sadness,0.667
置信度,anticipation,0.445
置信度,fear,0.109
置信度,joy,0.547
置信度,trust,0.641
滞后,anger,0.281
滞后,anticipation,0.18
滞后,disgust,0.234
滞后,sadness,0.344
滞,sadness,0.259
智者,trust,0.594
智障,anger,0.364
智能,trust,0.672
智慧,joy,0.312
智慧,trust,0.789
窒息,anger,0.625
窒息,fear,0.875
痔,disgust,0.445
掷骰子,anticipation,0.414
掷骰子,disgust,0.781
致命,anger,0.758
致命,disgust,0.664
致命,fear,0.875
致命,sadness,0.922
治疗师,fear,0.312
治疗,joy,0.515
治疗,trust,0.633
治理,trust,0.547
制造,trust,0.25
制音器,sadness,0.5
制裁,trust,0.406
制表,anticipation,0.43
制备,anticipation,0.586
志愿者,anticipation,0.445
志愿者,fear,0.031
志愿者,joy,0.294
志愿者,trust,0.57
志向,anticipation,0.617
志向,joy,0.578
志向,trust,0.586
指责,anger,0.779
指责,fear,0.484
指南,trust,0.664
指令,trust,0.5
指控,anger,0.51
指控,disgust,0.523
指定,trust,0.586
指导,trust,0.688
值得称道,joy,0.519
值得称道,trust,0.68
值得,anger,0.176
值得,anticipation,0.602
值得,trust,0.664
直立,trust,0.578
直截了当,trust,0.711
直接,surprise,0.523
直觉的,anger,0.112
直觉的,disgust,0.258
直觉的,fear,0.234
直觉,trust,0.555
直观地,anticipation,0.5
执事,trust,0.43
执行者,trust,0.406
执行,anger,0.917
执行,fear,0.844
执行,sadness,0.859
执行,trust,0.328
蜘蛛,disgust,0.461
蜘蛛,fear,0.656
脂肪,disgust,0.617
脂肪,sadness,0.312
织布机,anticipation,0.516
织布机,fear,0.328
肢解,disgust,0.789
汁液,trust,0.273
支柱,trust,0.602
支配,anger,0.5
支配,fear,0.438
支流,anticipation,0.297
支解,disgust,0.812
支解,fear,0.875
支解,sadness,0.766
支持者,joy,0.18
支持者,trust,0.734
支持,trust,0.664
症状,fear,0.133
政治,anger,0.234
政治,disgust,0.266
政权,fear,0.469
政教合一,anger,0.303
政教合一,fear,0.391
政教合一,sadness,0.125
政教合一,trust,0.422
政府,fear,0.359
政策,trust,0.508
政变,anger,0.578
政变,surprise,0.609
证实,trust,0.617
证券,trust,0.547
证其罪,fear,0.562
证其罪,sadness,0.545
证明,trust,0.742
正义,trust,0.711
正统,trust,0.445
正确性,trust,0.523
正念,joy,0.455
正,joy,0.761
拯救,anticipation,0.664
拯救,joy,0.225
拯救,surprise,0.547
拯救,trust,0.531
怔,fear,0.906
征税,anger,0.297
征服,anger,0.559
征服,disgust,0.484
征服,fear,0.531
征服,joy,0.53
征服,sadness,0.609
征服,trust,0.672
争议,anger,0.578
争议,disgust,0.422
争议,fear,0.344
争论的,anger,0.359
争论,anger,0.734
争吵,anger,0.861
争吵,disgust,0.531
争吵,fear,0.688
震惊,surprise,0.805
震动,anger,0.377
震动,sadness,0.545
震,anger,0.406
震,anticipation,0.484
震,fear,0.594
震,sadness,0.359
诊断,anticipation,0.602
诊断,fear,0.391
诊断,trust,0.484
真正,trust,0.75
真幸运,joy,0.781
真相,trust,0.844
真伪,trust,0.688
真实性,trust,0.906
真实,joy,0.364
真实,trust,0.836
真诚,trust,0.797
真爱,joy,0.703
珍视,anticipation,0.477
珍视,joy,0.703
珍视,surprise,0.219
珍视,trust,0.617
珍品,joy,0.712
珍贵,anticipation,0.516
珍贵,joy,0.682
珍贵,surprise,0.195
针眼,disgust,0.547
针对,fear,0.641
针,fear,0.547
贞洁,anticipation,0.328
贞洁,trust,0.539
着迷,anticipation,0.633
着迷,joy,0.656
着迷,surprise,0.672
着迷,trust,0.523
哲学家,trust,0.508
折腾,fear,0.703
折磨,anger,0.885
折磨,fear,0.806
折磨,sadness,0.828
折旧,fear,0.359
折旧,trust,0.414
肇事者,anger,0.469
肇事者,disgust,0.633
肇事者,fear,0.56
肇事者,sadness,0.359
照明,joy,0.53
照明,surprise,0.477
照明,trust,0.555
照亮,anticipation,0.594
照亮,joy,0.547
照亮,surprise,0.547
沼泽的,disgust,0.602
沼泽的,fear,0.25
沼泽,disgust,0.578
沼泽,fear,0.297
爪,anger,0.485
爪,fear,0.406
招待员,trust,0.391
招待,joy,0.773
招,surprise,0.625
障碍,anger,0.242
障碍,fear,0.344
障碍,sadness,0.266
障碍,trust,0.242
胀气,disgust,0.781
胀,disgust,0.625
胀,trust,0.367
账户,trust,0.391
帐户,trust,0.523
丈夫,joy,0.438
掌声,joy,0.621
掌声,surprise,0.406
掌声,trust,0.539
长椅,sadness,0.06
长篇大论,anger,0.859
长篇大论,disgust,0.5
长女,anticipation,0.633
长女,joy,0.531
长女,trust,0.531
长老,trust,0.68
长号,anger,0.139
长号,disgust,0.148
长号,sadness,0.439
长,anticipation,0.406
章鱼,disgust,0.258
张力,anger,0.603
张开,anticipation,0.492
站不住脚的,fear,0.484
战争,fear,0.942
战士,anger,0.364
战士,fear,0.484
战胜,anticipation,0.523
战胜,joy,0.562
战略家,anticipation,0.43
战略家,trust,0.453
战斗,anger,0.868
战斗,fear,0.728
战场,fear,0.656
战,anger,0.734
战,fear,0.859
战,sadness,0.734
占有者,trust,0.43
占星家,anticipation,0.414
展望,anticipation,0.719
展开,anticipation,0.555
谵妄,disgust,0.508
谵妄,sadness,0.576
粘液,disgust,0.781
粘膜,disgust,0.758
债务人,fear,0.375
债务,sadness,0.391
债券,anticipation,0.406
炸弹,anger,0.766
炸弹,fear,0.935
炸弹,sadness,0.621
炸弹,surprise,0.789
眨眼,anticipation,0.406
眨眼,joy,0.636
扎眼,disgust,0.445
扎眼,surprise,0.508
憎恨,anger,0.838
憎恨,disgust,0.68
增长,anticipation,0.555
增长,joy,0.242
增长,trust,0.492
增援,trust,0.539
增高,fear,0.188
贼,anger,0.561
贼,disgust,0.547
贼,fear,0.547
贼,sadness,0.422
贼,surprise,0.609
责成,trust,0.461
责备,anger,0.409
责备,disgust,0.32
责备,sadness,0.391
躁狂,fear,0.625
躁动,anticipation,0.57
造谣,anger,0.152
造谣,fear,0.286
造成,anger,0.633
造成,fear,0.562
造成,sadness,0.531
早上好,joy,0.547
早上,joy,0.25
早晨,anticipation,0.414
早餐,joy,0.242
葬礼,anger,0.304
葬礼,fear,0.703
葬礼,sadness,0.844
脏话,anger,0.672
脏,disgust,0.742
赞助,trust,0.531
赞扬的,trust,0.492
赞许,trust,0.594
赞同,trust,0.758
赞赏,joy,0.703
赞美,joy,0.733
赞美,trust,0.609
暂停,fear,0.435
暂停,sadness,0.297
暂时保留,anticipation,0.391
在户外,joy,0.25
再现,surprise,0.562
再见,anticipation,0.258
再见,sadness,0.375
再保证,trust,0.617
灾区,sadness,0.641
灾难,anger,0.735
灾难,disgust,0.594
灾难,fear,0.953
灾难,sadness,0.911
灾难,surprise,0.836
灾害,anger,0.721
灾害,disgust,0.508
灾害,fear,0.875
灾害,sadness,0.758
灾害,surprise,0.812
咋舌,surprise,0.719
杂音,anger,0.406
杂音,disgust,0.328
杂技演员,fear,0.266
杂技演员,joy,0.162
杂技演员,trust,0.258
杂草,sadness,0.156
韵律,joy,0.338
运气,anticipation,0.594
运气,joy,0.484
运气,surprise,0.508
运动员,trust,0.414
运动,anger,0.328
运动,anticipation,0.469
运动,fear,0.392
殒命,anger,0.562
殒命,disgust,0.461
殒命,fear,0.577
殒命,sadness,0.569
云量,fear,0.062
云,sadness,0.125
爚,disgust,0.594
月光,joy,0.364
约束,anger,0.455
约束,fear,0.5
约束,sadness,0.288
约翰,disgust,0.25
怨恨,anger,0.691
怨恨,disgust,0.508
怨恨,sadness,0.562
远征,anticipation,0.641
远景,anticipation,0.422
圆润的,joy,0.268
原种,anticipation,0.469
原种,joy,0.547
原种,trust,0.438
原油,disgust,0.508
原因不明,anticipation,0.484
原因不明,sadness,0.25
原路返回,fear,0.151
原谅,trust,0.547
原告,anger,0.47
原告,fear,0.438
元帅,trust,0.469
鸢尾花,fear,0.16
愈合,joy,0.406
愈合,trust,0.609
遇难,sadness,0.797
欲望,joy,0.484
预兆,anger,0.426
预兆,anticipation,0.57
预兆,fear,0.594
预言家,anticipation,0.523
预言家,trust,0.555
预言的,anticipation,0.602
预言,anticipation,0.742
预算,trust,0.406
预期,anticipation,0.859
预谋的,fear,0.5
预料的,anticipation,0.75
预料,anticipation,0.82
预料,surprise,0.18
预料,trust,0.453
预见,anticipation,0.602
预后,anticipation,0.523
预感,anticipation,0.617
预感,fear,0.516
预防性,anticipation,0.406
预防性,trust,0.312
预防,anticipation,0.453
预测,anticipation,0.695
预测,fear,0.217
预测,trust,0.484
预备,anticipation,0.523
浴缸,joy,0.156
浴,joy,0.182
郁闷,anger,0.297
郁闷,fear,0.469
郁闷,sadness,0.859
语言学家,trust,0.406
语法,trust,0.43
雨声,joy,0.134
雨季,sadness,0.391
雨滴,joy,0.212
雨,sadness,0.163
与之形成鲜明,trust,0.359
与,anger,0.227
愚弄,anger,0.5
愚弄,disgust,0.5
愚昧,disgust,0.406
愚蠢的,disgust,0.336
愚蠢,joy,0.516
瑜伽,joy,0.266
愉快的,anticipation,0.523
愉快的,joy,0.877
愉快,anticipation,0.586
愉快,joy,0.818
愉快,surprise,0.242
愉快,trust,0.562
娱乐,anticipation,0.602
娱乐,joy,0.719
娱乐,surprise,0.359
娱乐,trust,0.344
鱼雷,anger,0.562
余音绕梁,joy,0.281
余量,sadness,0.125
诱人的,anticipation,0.578
诱人的,joy,0.5
诱人的,surprise,0.289
诱人的,trust,0.578
诱人,anticipation,0.703
诱人,joy,0.572
诱人,surprise,0.547
有罪,anger,0.591
有罪,disgust,0.633
有罪,fear,0.5
有罪,sadness,0.75
有志,anticipation,0.656
有志,joy,0.618
有志,trust,0.539
有影响,trust,0.555
有营养,sadness,0.015
有益,joy,0.465
有益,trust,0.523
有兴趣,disgust,0.078
有兴趣,sadness,0.114
有效,trust,0.469
有限,anger,0.292
有限,sadness,0.167
有先见之明,anticipation,0.648
有希望,anticipation,0.703
有希望,joy,0.559
有希望,surprise,0.234
有希望,trust,0.633
有雾,sadness,0.234
有同情心,fear,0.097
有同情心,joy,0.188
有同情心,sadness,0.307
有同情心,trust,0.602
有神论,disgust,0.312
有趣的一天,joy,0.772
有趣,joy,0.625
有良心,trust,0.641
有利害关系的人,trust,0.492
有利,anticipation,0.5
有利,joy,0.561
有利,surprise,0.297
有利,trust,0.656
有力,fear,0.454
有经验的,trust,0.602
有害,anger,0.797
有害,disgust,0.562
有害,fear,0.812
有害,sadness,0.578
有关,trust,0.5
有功,joy,0.5
有功,trust,0.586
有风险,anticipation,0.617
有风险,fear,0.562
有毒的,disgust,0.773
有毒,anger,0.818
有毒,disgust,0.656
有毒,fear,0.812
有毒,sadness,0.641
有帮助,joy,0.422
有帮助,trust,0.602
有板有眼,joy,0.394
有板有眼,surprise,0.234
友谊,joy,0.591
友谊,trust,0.727
友善,anticipation,0.461
友善,joy,0.578
友善,trust,0.547
友好,joy,0.75
友好,trust,0.703
游泳,anticipation,0.5
游泳,fear,0.125
游泳,joy,0.273
游侠,trust,0.484
游戏时间,fear,0.328
游玩,joy,0.788
游客,anticipation,0.531
游客,joy,0.25
游击,fear,0.688
游行,anticipation,0.562
游行,fear,0.062
游行,joy,0.621
游行,sadness,0.152
游行,surprise,0.406
疣,disgust,0.695
油底壳,disgust,0.516
油,joy,0.141
犹豫,fear,0.344
邮件,anticipation,0.461
幽思,anticipation,0.344
幽思,joy,0.438
幽思,trust,0.555
幽默,joy,0.656
幽冥,anger,0.278
幽冥,fear,0.312
幽冥,sadness,0.328
幽灵的,fear,0.754
幽灵,fear,0.331
幽灵,sadness,0.344
幽闭恐惧症,fear,0.803
忧郁,anger,0.303
忧郁,sadness,0.591
忧虑,anticipation,0.547
忧虑,fear,0.578
忧,fear,0.562
优越的,trust,0.516
优于,anticipation,0.406
优雅,anticipation,0.453
优雅,joy,0.609
优雅,trust,0.492
优秀,joy,0.879
优秀,trust,0.656
优先权,trust,0.555
优势,fear,0.406
优势,trust,0.477
优胜者,anticipation,0.602
优胜者,joy,0.636
优胜者,surprise,0.547
优柔寡断,anger,0.172
优柔寡断,fear,0.25
勇气,trust,0.695
勇敢,fear,0.154
勇敢,trust,0.633
永远的孤独,sadness,0.688
永恒的,joy,0.578
永恒的,trust,0.57
永恒,joy,0.469
永恒,sadness,0.266
壅,fear,0.375
慵懒的一天,joy,0.318
庸俗,disgust,0.719
拥有,anger,0.5
拥有,disgust,0.484
拥有,fear,0.594
拥护,anger,0.1
拥护,anticipation,0.5
拥护,joy,0.25
拥护,trust,0.68
拥抱,anticipation,0.617
拥抱,joy,0.766
拥抱,sadness,0.078
拥抱,surprise,0.312
拥抱,trust,0.602
佣金,trust,0.469
硬皮,disgust,0.617
硬化,anger,0.348
硬化,disgust,0.391
硬化,fear,0.391
应力,fear,0.422
应对,anger,0.288
应对,fear,0.25
应对,sadness,0.219
瘿,anger,0.47
瘿,disgust,0.305
赢得,joy,0.727
萦绕,anticipation,0.391
营养,disgust,0.414
营养,sadness,0.516
营,anger,0.471
萤火虫,joy,0.227
迎面而来的,fear,0.281
鹰,fear,0.125
鹰,trust,0.453
鹦鹉,disgust,0.156
婴儿,anger,0.375
婴儿,anticipation,0.508
婴儿,disgust,0.422
婴儿,fear,0.067
婴儿,joy,0.309
婴儿,surprise,0.141
英勇,joy,0.591
英勇,surprise,0.5
英勇,trust,0.664
英雄主义,anticipation,0.555
英雄主义,joy,0.576
英雄主义,surprise,0.547
英雄主义,trust,0.648
英雄,anticipation,0.5
英雄,joy,0.562
英雄,surprise,0.344
英雄,trust,0.773
英镑,anger,0.141
英镑,anticipation,0.375
英镑,joy,0.312
英镑,trust,0.477
瘾君子,trust,0.172
瘾,anticipation,0.664
隐形,surprise,0.422
隐窝,fear,0.566
隐窝,sadness,0.594
隐私,trust,0.555
隐士,sadness,0.296
隐士,trust,0.305
隐匿性,disgust,0.484
隐匿性,fear,0.559
隐藏,fear,0.531
隐藏,sadness,0.703
隐蔽,anger,0.424
隐蔽,anticipation,0.445
隐蔽,fear,0.391
饮料,joy,0.273
引诱,anticipation,0.688
引诱,joy,0.453
引诱,surprise,0.492
引用,anticipation,0.242
引用,surprise,0.141
引人注目,surprise,0.672
引擎罩,anger,0.071
引擎罩,disgust,0.203
引擎罩,fear,0.266
引起,anticipation,0.742
引力,trust,0.492
引爆,anger,0.781
淫荡,anticipation,0.516
淫荡,joy,0.641
银行家,trust,0.352
银行,trust,0.461
狺,anger,0.697
音乐,anger,0.011
音乐,anticipation,0.367
音乐,joy,0.531
音乐,sadness,0.045
音乐,surprise,0.219
音乐,trust,0.492
阴险,anger,0.691
阴险,disgust,0.773
阴险,fear,0.516
阴森,disgust,0.789
阴森,fear,0.836
阴谋,fear,0.438
阴霾,fear,0.594
阴凉,fear,0.578
阴沉的,anger,0.412
阴沉的,disgust,0.383
阴沉,sadness,0.594
意淫,anger,0.641
意淫,disgust,0.625
意外,anticipation,0.453
意外,fear,0.312
意外,joy,0.203
意外,surprise,0.719
意识,trust,0.609
意,anticipation,0.602
意,trust,0.469
疫情,anger,0.406
疫情,anticipation,0.445
疫情,disgust,0.594
疫情,fear,0.776
疫情,sadness,0.688
疫情,surprise,0.648
易受,trust,0.43
易怒的,anger,0.379
易怒的,sadness,0.14
易怒,anger,0.609
易患,anticipation,0.477
易变的,anticipation,0.344
抑制,anger,0.5
抑制,disgust,0.477
抑制,fear,0.625
抑制,sadness,0.312
抑郁,sadness,0.75
抑,sadness,0.484
异议,anger,0.469
异议,sadness,0.438
异教徒,anger,0.47
异教徒,disgust,0.664
异教徒,fear,0.594
异化,anger,0.576
异化,disgust,0.375
异化,fear,0.609
异化,sadness,0.685
议价,anger,0.167
议会,trust,0.477
艺术品,joy,0.265
艺术,anticipation,0.391
艺术,joy,0.234
艺术,sadness,0
艺术,surprise,0.172
义务,anger,0.409
义,joy,0.439
倚,trust,0.383
以防万一,anger,0.188
以防万一,disgust,0.258
以防万一,fear,0.109
以防万一,sadness,0.297
以次充好,anger,0.344
以次充好,disgust,0.469
疑似,fear,0.516
疑惑,fear,0.308
疑惑,trust,0.172
遗嘱,anticipation,0.461
遗嘱,trust,0.617
遗赠,trust,0.43
遗忘,anger,0.437
遗忘,fear,0.609
遗迹,disgust,0.516
遗迹,fear,0.281
遗迹,trust,0.445
遗憾,sadness,0.75
遗产,anticipation,0.648
遗产,joy,0.47
遗产,surprise,0.383
遗产,trust,0.586
移情别恋,sadness,0.609
移民,fear,0.219
移动,anticipation,0.344
移动,sadness,0.295
仪式,joy,0.455
仪式,surprise,0.297
醫院,fear,0.484
醫院,sadness,0.484
醫院,trust,0.531
依偎,joy,0.625
依赖的,trust,0.531
依赖,anticipation,0.398
依赖,fear,0.234
依赖,sadness,0.328
依赖,trust,0.664
依靠,anticipation,0.383
依靠,trust,0.648
医师,trust,0.633
医生,trust,0.641
医,anticipation,0.438
医,fear,0.297
医,trust,0.508
伊克,fear,0.531
伊凡塞斯,sadness,0.312
伊凡塞斯,surprise,0.453
一致性,trust,0.711
一致,trust,0.555
一无所有,anger,0.47
一无所有,fear,0.578
一无所有,sadness,0.531
一天,joy,0.197
一生,joy,0.234
一群,disgust,0.422
一起,joy,0.394
一口,disgust,0.164
一夫一妻制,trust,0.688
一夫多妻制,disgust,0.617
一定,trust,0.461
一尘不染,trust,0.562
一般,trust,0.375
一巴掌,anger,0.652
一巴掌,fear,0.587
一巴掌,sadness,0.403
叶,joy,0.065
野生,surprise,0.586
野蛮人,anger,0.814
野蛮人,fear,0.814
野蛮,anger,0.915
野蛮,disgust,0.719
野蛮,fear,0.875
野餐,anticipation,0.602
野餐,joy,0.394
野餐,surprise,0.078
野餐,trust,0.375
耶稣,joy,0.594
要是,sadness,0.391
药物治疗,fear,0.156
药店,fear,0.123
咬定,anger,0.182
摇摇欲坠,anger,0.344
摇摇欲坠,anticipation,0.469
摇摇欲坠,fear,0.344
摇摇欲坠,sadness,0.594
摇篮,anticipation,0.375
摇篮,joy,0.247
摇篮,trust,0.531
谣言,sadness,0.188
邀请,anticipation,0.57
邀请,joy,0.457
邀请,surprise,0.266
邀请,trust,0.43
妖娆,anticipation,0.617
妖娆,joy,0.828
妖媚,anticipation,0.609
痒痒,anticipation,0.438
痒痒,joy,0.47
痒痒,surprise,0.516
痒痒,trust,0.297
阳性,joy,0.773
阳性,trust,0.625
阳光,joy,0.551
羊瘙痒病,anger,0.406
羊瘙痒病,fear,0.469
羊瘙痒病,sadness,0.281
羊肉,joy,0.219
羊肉,trust,0.477
羊毛,anger,0.172
羊毛,disgust,0.195
羊毛,sadness,0.109
验证,trust,0.781
验收,trust,0.68
宴会,anticipation,0.406
宴会,joy,0.303
厌倦,sadness,0.5
厌恨,disgust,0.734
厌恶的人,disgust,0.648
厌恶,anger,0.909
厌恶,disgust,0.766
厌恶,fear,0.844
厌恶,sadness,0.531
演员,trust,0.305
眼泪,sadness,0.656
眼镜蛇,fear,0.703
眼光,trust,0.562
掩体,fear,0.375
研究所,trust,0.539
岩浆,anger,0.234
岩浆,fear,0.588
言语,anticipation,0.492
严肃,fear,0.305
严肃,sadness,0.394
严峻,anger,0.413
严峻,anticipation,0.312
严峻,disgust,0.516
严峻,fear,0.672
严峻,sadness,0.708
严格,disgust,0.398
严格,fear,0.453
延长,disgust,0.234
延续,anticipation,0.43
延期,surprise,0.352
延缓,anger,0.562
延迟,anger,0.197
延迟,disgust,0.297
延迟,fear,0.141
延迟,sadness,0.373
湮没,anger,0.894
湮没,fear,0.8
淹,fear,0.844
淹,sadness,0.641
阉割,anger,0.727
蚜,disgust,0.453
牙医,fear,0.438
牙疼,fear,0.469
牙科,fear,0.375
鸦片,anger,0.18
鸦片,disgust,0.445
鸦片,fear,0.344
鸦片,sadness,0.303
压制,anger,0.453
压制,fear,0.5
压制,sadness,0.297
压抑,anger,0.574
压抑,disgust,0.633
压抑,fear,0.656
压抑,sadness,0.906
压痛,joy,0.561
压缩,anger,0.219
压迫,anger,0.603
压迫,disgust,0.656
压迫,fear,0.688
压迫,sadness,0.812
压力,fear,0.406
压倒性,anger,0.591
压倒性,fear,0.562
压倒,surprise,0.758
丫头,anger,0.353
丫头,disgust,0.617
殉教,fear,0.562
殉教,sadness,0.594
训令,fear,0.359
训练者,trust,0.414
荨麻,anger,0.422
荨麻,disgust,0.289
巡逻,trust,0.406
巡航,joy,0.556
寻求,anticipation,0.766
薰衣草,joy,0.409
熏陶,anticipation,0.422
熏陶,joy,0.333
熏陶,trust,0.531
勋章,anticipation,0.477
勋章,joy,0.424
勋章,surprise,0.289
勋章,trust,0.461
