评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5976076974,吴小懒要上进_,女,北京,158,141,267,热干面挺过去了 烤冷面也抗过去了炸酱面一定也可以,1729,2020-06-14 18:06
https://weibo.cn//u/2984056702,全世界到处都是栗子,女,海外,14955,615,1644,戴好口罩吧，全国人民,626,2020-06-14 17:54
https://weibo.cn//u/6487351849,磕睡本花,女,其他,2978,376,26,往返首都的航班控制一下吧，现在好多城市路过或者往返北京京人员都需要核酸检测证明，还要自我隔离，想退票可是退票手续费太贵了，希望可以反应一下,369,2020-06-14 17:56
https://weibo.cn//u/3112241884,郎君不骑竹马来_,女,江苏,1267,369,191,回复@偷偷难过的木又寸洞:我谢谢你啊！ 我就是穷山沟的，没旅游过，不好意思了。北京烤鸭，天津麻花。,0,2020-06-28 08:01
https://weibo.cn//u/7384486319,今天也是平安暴富的一天,女,浙江,134,99,5,回复@偷偷难过的木又寸洞:咱也没问您海鲜，也不知道您为啥突然提海鲜。如果说味道，那个人有个人的口味，但如果说名片，我相信全世界都是认北京烤鸭的，这个原博本来是指出一个地区的代表名片而已，您这么较真，我就直接指出来了，您的发言更多的是为了满足您作为老北京人的优越感吧,0,2020-06-18 01:06
https://weibo.cn//u/3587926965,Musta1u,男,其他,5,34,16,回复@头像名字被我玩坏了:你管这种阴阳话叫实话？,0,2020-06-17 20:35
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5670058871,一个沉默但很能说的人,女,山东,1021,356,237,没热搜真的不大行,2784,2020-06-14 13:09
https://weibo.cn//u/7366473592,7911柠檬君,女,北京,115,229,69,千万不要放松警惕啊！！,1706,2020-06-14 13:06
https://weibo.cn//u/5843531187,我要操死我自己,男,海外,2469,134,146232,这个病毒要么不冒头，等你发现就比较严重了，扩散太快,1295,2020-06-14 13:06
https://weibo.cn//u/6429774149,小钱和小烊,女,其他,4090,329,83,回复@辉夜今天对我告白了吗:，，，,0,2020-08-03 21:15
https://weibo.cn//u/7033421730,不睡觉修仙先生2,男,上海,114,261,3,这个病毒要么不冒头，等你发现就比较严重了，扩散太快,0,2020-07-14 12:55
https://weibo.cn//u/6846792916,LKYTony,男,其他,8,29,2,中国加油,0,2020-06-30 21:00
https://weibo.cn//lyy0314521,李莹莹Sky,女,北京,731,48,540,回复@丽丽-lilyw:你这过了十天才回复我 我都忘了我艾特过你 你再晚两天 都过隔离期了,0,2020-06-24 13:11
https://weibo.cn//u/3281031555,丽丽-lilyw,女,河北,7,51,97,回复@李莹莹Sky:我失眠,0,2020-06-24 13:04
https://weibo.cn//u/6480423579,懿尔科技6480423579,男,广东,47,51,21,反华势力和叛徒还是动手，把病毒弄到北京了，那些由反华势力培养的专家又准备说什么了吗？这次把病毒弄到什么三文鱼身上了。,0,2020-06-24 10:04
https://weibo.cn//u/7018257195,韩晞,女,海外,78,290,75220,     举报             赞[1]         回复             2020-06-21 22:56:01 来自网页,1,2020-06-21 22:56
https://weibo.cn//u/6305372496,你今天来点狗粮嘛,男,湖南,182,468,172,记得戴口罩,0,2020-06-20 22:29
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/3398472314,关二爷V,男,北京,1516,990,201,稍安勿躁，措施到位，北京无恙,885,2020-06-14 11:01
https://weibo.cn//u/2323375044,原来是涓涓呀,女,陕西,2559,526,1659,中国什么大场面没见过 相信一定能控制好疫情,571,2020-06-14 11:04
https://weibo.cn//u/6873958569,喵咻咻咻韛,男,其他,33,637,16,和武汉早期 很像了，要重视呀，不能大意,495,2020-06-14 11:10
https://weibo.cn//u/2270947315,東輝x謝謝,男,其他,1255,363,1544,回复@灏永相随:,1,2020-06-15 01:16
https://weibo.cn//u/1904932140,vv枫林vv,男,广东,215,568,401,相信政府,0,2020-06-15 00:23
https://weibo.cn//u/2621513537,HSK四哥,男,广东,228,809,1205,北京肯定能控制好,0,2020-06-15 00:11
https://weibo.cn//u/6026335295,你爹蒙恬,男,广东,0,382,56,回复@抹茶原味鸡:25岁只会叫唤的没学历的土狗，也只会用你被蛆虫吃的差不多的🐶 腿转发转运po，这就是土狗吗，见识了呢,2,2020-06-15 00:09
https://weibo.cn//u/6331812360,亲耐滴小范儿fighting,男,其他,28,84,5,回复@快来看晚霞:呵？您知道我没在北京？我过年还在坚持上班。百荣和东方新天地。,0,2020-06-14 23:08
https://weibo.cn//u/1772939445,羍大羊,女,江苏,174,184,66,中国加油，北京加油,0,2020-06-14 23:02
https://weibo.cn//u/1772939445,羍大羊,女,江苏,174,184,66,无车家庭早应该取消摇号了,0,2020-06-14 23:01
https://weibo.cn//u/6203132633,桓豆619,女,重庆,9,22,6,不知道一夜之间是不是有什么变化，只希望变好。,0,2020-06-14 23:00
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5827488469,的小窥生活789,女,其他,3071,674,122,热搜榜建议改成新闻时事热搜，和辟谣榜。娱乐圈自己找个地玩吧。总是饭圈营销号的……烦,8812,2020-06-13 17:05
https://weibo.cn//u/5717981248,凯MrsL,男,其他,50,241,515,这时候没有热搜榜也好，省的人们看到信息心里恐慌,2504,2020-06-13 16:30
https://weibo.cn//u/7362849299,甜句,女,海外,1510,558,725900,北京加油鸭,1291,2020-06-13 16:27
https://weibo.cn//u/3204222020,你是八路派来的救兵吗,女,四川,144,115,101,，,0,2020-10-12 23:20
https://weibo.cn//u/5207025087,南城老王1971W,男,北京,4382,3443,287,加油💪,0,2020-08-09 12:28
https://weibo.cn//u/5876162464,润物细无声201105,男,河南,641,1711,37,     举报             赞[0]         回复             2020-07-15 09:55:30 来自网页,0,2020-07-15 09:55
https://weibo.cn//u/6301386692,盛世游侠DD,男,其他,752,246,88,大家要注意身体健康,0,2020-06-27 11:01
https://weibo.cn//u/2123996827,建超的梦想,男,江苏,850,677,447,回复@股市女人:坚持就是胜利,0,2020-06-19 21:36
https://weibo.cn//u/3515088417,蒲江社治,男,四川,34201,539,677,【,0,2020-06-18 15:39
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//919952777,学叔,男,河南,7881,1108,5245111,这时候需要一个热搜提醒一下大家,3628,2020-06-13 13:44
https://weibo.cn//2o22,川澄太郎,男,山东,2240,303,281944,在汉武汉人不请自来回答一下。基于前期防疫防控和病毒研究积累的经验，北京在24小时内确定前3例确诊病例交集点，48小时内完成菜市场内人、货、物大规模检测，确定三文鱼切割案板病毒信息，并决定第一时间关闭市场、启动丰台区战时管理和市场周边社区封控管理，这个效率是很不错的。,1204,2020-06-13 13:51
https://weibo.cn//u/6196279312,旧时南京,男,江苏,699,290,124562,北京的朋友还是要加强防范，不能掉以轻心，在公共场合戴好口罩,827,2020-06-13 13:44
https://weibo.cn//u/2552886017,浪小花漂漂,女,北京,564,101,1350,回复@古登登古:你考虑！不政府考虑谁考虑。,0,2020-11-11 15:17
https://weibo.cn//u/6339505622,日野未眠,女,其他,3231,1558,11585,注意安全,0,2020-07-13 19:20
https://weibo.cn//u/6190323745,THE9-千层糕,女,广东,378,124,292,戴好口罩！不要松懈！,1,2020-07-11 10:22
https://weibo.cn//u/6077887894,不能赞一辞K5R,男,其他,462,23,5,好的,0,2020-07-10 21:55
https://weibo.cn//u/6404376022,温柔且坚定--1120,女,浙江,193,463,51,//,0,2020-07-10 16:09
https://weibo.cn//u/6404376022,温柔且坚定--1120,女,浙江,193,463,51,转发微博,0,2020-07-10 16:09
https://weibo.cn//u/5876743291,Y艺默,男,广东,2351,570,65,回复@此去经年YH:滚滚滚！我看你是在印度出生的吧？喝多了恒河水你那来的蜜汁自信？？？,0,2020-07-09 20:40
https://weibo.cn//u/6976270532,贩姝,女,其他,93,70,1,爱你❤,0,2020-07-08 19:08
https://weibo.cn//u/6976270532,贩姝,女,其他,93,70,1,爱你,0,2020-07-08 19:06
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/1820913852,91-老赖,男,上海,410,82,1089,建议禁止北京人出市！,5009,2020-06-13 11:31
https://weibo.cn//u/7366473592,7911柠檬君,女,北京,115,229,69,我在北京 现在北京人民有点放松警惕了 大家还是要把口罩带好啊！！！,2285,2020-06-13 11:31
https://weibo.cn//u/1849213622,睡不醒小盆友_,女,湖北,846,453,580,服了，这种新闻下永远有人拎不清，以前针对武汉现在针对北京，不知道你们的敌人到底是病毒，还是某某地方的人,1883,2020-06-13 11:39
https://weibo.cn//u/5000101012,_要发光哦哦哦,女,河北,278,652,294,🙏🙏🙏🙏🙏🙏,0,2020-06-30 10:31
https://weibo.cn//u/5000101012,_要发光哦哦哦,女,河北,278,652,294,🙏🙏🙏🙏🙏🙏,0,2020-06-20 11:52
https://weibo.cn//u/6224092854,直抒己见君,女,其他,840,388,27,又怪三文鱼吗,0,2020-06-18 11:58
https://weibo.cn//u/1826519975,Tinkerbell0129,女,北京,3541,925,466,回复@八一奶思:,0,2020-06-17 22:19
https://weibo.cn//u/7075741144,鲅鱼妹妹,女,其他,1,238,2,回复@Tinkerbell0129:嗯嗯，其实只是有些人言语不太友善，这次北京疫情反复有很多省市支援的，所以我们还是很团结的,0,2020-06-17 20:55
https://weibo.cn//u/1826519975,Tinkerbell0129,女,北京,3541,925,466,回复@仲系_陈大青青:封武汉我们北京人应该有啥反应？你说说？我们建议的是那些“来北京又见不得北京人好”的人来北京。如果真心爱北京为北京做贡献，不添乱的人。我们为什么不欢迎呢？,0,2020-06-17 16:45
https://weibo.cn//u/1826519975,Tinkerbell0129,女,北京,3541,925,466,回复@八一奶思:说太对了…如果有选择，我们北京自己过自己的…首都不首都我们并不在意。,0,2020-06-17 16:43
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/3807263092,用心嘚吧嘚叭的,女,陕西,12919,380,353,逼着毕业生签假三方，假工作证明，威胁不签不发毕业证，能不能管管啊？师德呢？说好的学校是象牙塔呢？,1888,2020-06-10 11:30
https://weibo.cn//u/2178873290,青年湖南,男,湖南,30050,709,1239010,祝福所有毕业生前程似锦！逐梦前行！,303,2020-06-10 11:23
https://weibo.cn//u/6734312226,仙女爱玺玺,女,安徽,4788,491,5132,回复@仙女爱玺玺:一起努力💪,0,2020-07-08 02:01
https://weibo.cn//u/6734312226,仙女爱玺玺,女,安徽,4788,491,5132,加油💪,0,2020-07-08 02:01
https://weibo.cn//u/5496041808,长腿啊轩,男,其他,1,152,1,毕业快乐 希望班级里的兄弟姐妹们能考上理想高中,0,2020-07-04 13:03
https://weibo.cn//u/3882642772,jinmsy,女,福建,132,510,151,未来可期，顶峰相见！,0,2020-07-04 13:03
https://weibo.cn//u/6189556447,慢时光crrt,女,广东,180,432,51,毕业不失业  未来可期,0,2020-07-04 12:12
https://weibo.cn//u/7473920284,happyallen202006,女,北京,1894,123,43,祝福前程似锦,0,2020-07-04 10:49
https://weibo.cn//u/2140792194,在厂里上班了,男,湖南,121,74,31,二战成硕啊,0,2020-07-03 20:08
https://weibo.cn//u/5967181050,啊哩啊哩的哩,女,陕西,91,96,33,未来你好，我是2020届毕业生。,0,2020-07-03 19:40
https://weibo.cn//u/3308074237,奕博威武,男,山东,386,82,74,未来可期,0,2020-07-03 19:07
https://weibo.cn//u/6044321551,9_7小陈同学,女,福建,967,322,127,前程似锦  万事胜意,0,2020-07-03 18:34
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6867738279,卷卷毛球呀,女,北京,14,413,557,哇 这是最强天团了,29333,2020-06-10 10:50
https://weibo.cn//zhongleizhang,尼奇窝窝,女,上海,3965,322,3711788,吸毒明星坚决永久封杀,25152,2020-06-10 10:50
https://weibo.cn//szbmzx,深圳网警,男,广东,36617,1570,1197893,抗疫天团！健康天团！,13401,2020-06-10 10:50
https://weibo.cn//u/6062477044,带土男孩,男,湖南,10,51,3312,人间正道是沧桑,0,2020-06-16 15:58
https://weibo.cn//u/6062477044,带土男孩,男,湖南,10,51,3312,健康不是未来 科技跟智慧才是未来,0,2020-06-16 15:58
https://weibo.cn//u/7321420634,一天到晚无事生非,女,其他,10232,816,2698,"毒品真太可怕了,请珍爱生命",0,2020-06-16 15:55
https://weibo.cn//u/6450530786,年轻的飒飒,男,其他,0,15,14,钟老全听你的,0,2020-06-16 15:43
https://weibo.cn//u/3602743434,翠花仙儿,女,四川,31,209,20452,回复@种花家的兔子DTX:网上从来没有黑钟老的，只有很多黑李兰娟的，而那不是黑、自己去查查就知道了。,0,2020-06-16 15:20
https://weibo.cn//u/3602743434,翠花仙儿,女,四川,31,209,20452,回复@盐酒Song:,0,2020-06-16 15:19
https://weibo.cn//u/2608395723,小兔崽子平,女,湖南,138,53,75,国士无双！,0,2020-06-16 15:14
https://weibo.cn//u/5343501567,馨雅141319,女,山西,194,879,6072,回复@黄桃加酸奶1:我很骄傲自己是一个中国人！此生不悔入华夏，来生还做中国人,0,2020-06-16 14:55
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2266001910,是你大狗哥,男,江苏,191,182,107,战地记者郭杰瑞,57206,2020-06-09 23:34
https://weibo.cn//u/6084272120,你的莲爹,女,北京,7767,236,1867,他有一个说的挺好。现在的大数据媒体会根据你的喜好，把你喜欢的想要看见的推荐给你，导致一些人越来越极端又不客观。,54463,2020-06-09 23:40
https://weibo.cn//u/3223328614,一把把车把把住叻,女,四川,508,728,1772,是什么让锥锥从美食up主变成了战地记者,34186,2020-06-09 23:35
https://weibo.cn//u/1708516502,嘟嘟Z_Z,女,江苏,5124,665,206,有一说一，小伙儿中文退步了,0,2020-06-15 07:56
https://weibo.cn//wuxutao310,吴旭涛310,男,北京,63,55,54,热搜每天都是这些,0,2020-06-15 07:30
https://weibo.cn//u/2164202671,单纯机智好少年,男,辽宁,1125,545,460,但其实他说的只是公允的实话，没有贬低自己国家的意思,3,2020-06-15 06:24
https://weibo.cn//u/1811206505,乐歪了的蘑菇,女,山东,2385,964,460,up主能全程英文就好了，还能让我们练练听力，这中文听得有点……,0,2020-06-15 05:57
https://weibo.cn//u/6704266268,一夜知秋186,男,广西,157,102,80,回复@一名瓜农:我们粉饰太平更甚,0,2020-06-15 05:32
https://weibo.cn//u/5727059266,Mr-不晚生,男,湖北,7,4,52,而且那个黑色死前正在犯罪,0,2020-06-15 05:06
https://weibo.cn//u/3305286371,摩羯座小Y,女,浙江,337,735,191,这就像很多大事我没哭，但因为一件小事发生，我哭了很久一样,0,2020-06-15 03:46
https://weibo.cn//u/2283217050,有腹肌的月半子,男,江西,127,267,1361,？刷新不了怎么回事？,0,2020-06-15 01:12
https://weibo.cn//u/6315840352,多了个嘟嘟嘟,女,其他,17,326,22,回复@一名瓜农:全球都是这样的,0,2020-06-15 00:02
https://weibo.cn//u/5120224128,徐笑闹,女,辽宁,1222,202,217,中国话说的真好,0,2020-06-15 00:00
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6255146945,胡歌今天结婚了吗,女,陕西,1667,273,333,他的头发,6604,2020-06-09 08:17
https://weibo.cn//u/3211872610,Tithounus,男,福建,356,16,574,去鬼门关回来一趟的人说话就是不一样哦,3103,2020-06-09 08:17
https://weibo.cn//u/7435297083,楼兰孤雁LLGY,男,其他,356,181,22,疫情这么严重，头发都不敢去理了。,0,2020-07-04 10:43
https://weibo.cn//u/3214892443,睡觉不踢被子了,女,山东,154,565,191,回复@此微博用户正在网上冲浪:这头发。。,0,2020-06-18 11:36
https://weibo.cn//u/7336013597,华东野战老兵,男,其他,55,258,17,这货一眼看去就两字，杂毛,0,2020-06-18 08:17
https://weibo.cn//u/1968202471,li李铁锤,女,广东,7279,138,1714,回复@胡椒的胡嫂:像鸡窝,0,2020-06-13 09:37
https://weibo.cn//u/5149898915,品味一颗心_993,男,北京,78,66,11,像个炸毛鸡,0,2020-06-12 12:08
https://weibo.cn//u/7346329761,KLRDY,女,广东,2938,472,30,哈哈哈哈哈哈,0,2020-06-11 23:31
https://weibo.cn//u/5934229185,玉林反邪,男,广西,52660,252,1203,【,0,2020-06-11 10:52
https://weibo.cn//u/3177842322,只爱椰果,女,其他,1934,366,526,回复@·实在温柔:像流浪汉,0,2020-06-10 23:10
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5290867056,推土机小王子,男,广西,413,124,68,国家不给黑龙江人民发些补贴么，疫情持续时间最长，为全国人民抗伤害，过一阵绥芬河还要开关，一点政策也不帮扶牡丹江,6923,2020-06-08 19:04
https://weibo.cn//u/1258055517,XJJ凌晨三点,女,江苏,1477,248,390,绥芬河口岸能不能晚点开，让黑龙江百姓喘口气呢？黑龙江已经封城半年了。,5031,2020-06-08 19:04
https://weibo.cn//u/5307768173,每天备课的CC,女,其他,6331,113,284,希望牡丹江早日恢复正常生活，我们一个五线城市折腾不起了,2240,2020-06-08 19:01
https://weibo.cn//u/7435280744,反战术弹道导弹2,男,海外,17,73,4,回复@夜空中最靚的星:因为东北是韭菜,0,2020-10-08 08:25
https://weibo.cn//u/7435280744,反战术弹道导弹2,男,海外,17,73,4,回复@thundercat:等一个影响恶劣,0,2020-10-08 08:25
https://weibo.cn//u/3502155671,Ivar57,男,黑龙江,993,809,301,回复@希望二十七岁能请你喝酒:靠不住，靠自己,0,2020-08-22 21:51
https://weibo.cn//u/5790027630,高山安可仰1,男,黑龙江,110,81,31,回复@刘亦菲姐姐铁粉:相信。不容易，为你们点赞！就像钟老说的，是一座英雄的城市。而英雄往往悲情,0,2020-07-16 12:12
https://weibo.cn//u/7390469583,熊猫猫猫丶熊猫猫,男,新疆,2,13,2,回复@辛亥死忠:克拉玛依还是不错滴,0,2020-07-13 13:18
https://weibo.cn//u/7148657748,浅笑过云烟,女,黑龙江,98,173,2,回复@Xueer乖宝宝:不知道南京洪水怎么样啦,0,2020-07-10 21:06
https://weibo.cn//u/5115993473,我很温柔丫,女,吉林,3,438,51,回复@是谁偷了我的菜:就这？,0,2020-07-05 21:49
https://weibo.cn//u/5691053437,是谁偷了我的菜,女,江苏,474,140,350,回复@我很温柔丫:又光你屁事 你才是健盘,0,2020-07-04 20:21
https://weibo.cn//u/5115993473,我很温柔丫,女,吉林,3,438,51,回复@是谁偷了我的菜:观点不一键盘侠，你说别人抱怨人的就是键盘侠，人家咋滴跟你啥关系，还说别人抱怨人生？,0,2020-07-04 20:17
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5368994914,高木先生takaki,男,浙江,4763,905,11093,感谢祖国,7199,2020-06-07 18:15
https://weibo.cn//u/5679508036,iBingo,男,山东,20910,1807,590615,老子就乐意说“此生无悔入中华，来世还在种花家,5522,2020-06-07 18:17
https://weibo.cn//u/6992351844,超甜气泡水,女,其他,325,43,17718,厉害了我的国🇨🇳！一方有难八方支援，辛苦了,3586,2020-06-07 18:16
https://weibo.cn//u/5366788765,很喜欢就很欢喜,女,江西,5730,434,195,转发微博,0,2020-12-03 19:08
https://weibo.cn//u/3477221621,魚蛋和二寶,女,湖北,155,279,793,@五好市民小胡,0,2020-08-19 16:56
https://weibo.cn//u/3487673234,娜星星呦_ZXC,女,广东,1154,269,249,感谢祖国🇨🇳爱你中国🇨🇳,0,2020-07-28 09:16
https://weibo.cn//u/6496105522,复相思,女,四川,10,42,7,五星红旗我为你骄傲，五星红旗，我为你自豪,0,2020-07-12 10:33
https://weibo.cn//u/2639423150,叶子-0113,女,河南,1250,596,207,爱你中国🇨🇳 ,0,2020-07-11 22:02
https://weibo.cn//u/5672081681,阿尔法斯基07,男,广东,122,108,126,回复@我就只是养猫的:,0,2020-07-08 15:26
https://weibo.cn//u/2827437807,我就只是养猫的,男,浙江,9,26,36,回复@阿尔法斯基07:原来是友军,0,2020-07-08 15:09
https://weibo.cn//u/5672081681,阿尔法斯基07,男,广东,122,108,126,回复@我就只是养猫的:霉国治愈人数最多世界第一，检测手段先进，政府透明等等，都是舔狗说的。,0,2020-07-08 14:29
https://weibo.cn//u/2827437807,我就只是养猫的,男,浙江,9,26,36,回复@阿尔法斯基07:美国已经300W还有什么好一面？,0,2020-07-08 14:22
https://weibo.cn//u/1116863997,好饿啊怎么办_,女,辽宁,527,919,102,感谢祖国,0,2020-07-06 12:46
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6069327035,笨小乖乖嘻嘻哈,女,广东,2407,839,381,来，编进教科书，让未来的孩子看看我们中国团结一致的力量,6867,2020-06-07 10:33
https://weibo.cn//u/2103981667,左右江南,男,广西,21705,143,426323,请为中国所有的医务人员点点赞，你们辛苦了,4340,2020-06-07 10:31
https://weibo.cn//u/7368252454,巴州森林消防,男,新疆,841,145,2067,庆幸生为华夏人，为祖国加油！[加油][加油][加油],2691,2020-06-07 10:51
https://weibo.cn//u/6518039885,草莓优果乐大杯加冰,女,江苏,1457,299,176,真好呀(●°u°●) 」,0,2020-10-10 20:59
https://weibo.cn//u/3564336593,唯有热爱可抵岁月悠长,男,广东,424,84,19,真的吗，我可不可以去免费吃火锅,0,2020-08-17 16:45
https://weibo.cn//u/5395013571,时光轨迹20200213,男,其他,141,2071,1746,不错,0,2020-08-05 12:53
https://weibo.cn//u/5788880912,Anny为战而来,女,河北,1242,378,93, 我威武大中华加油,0,2020-06-19 18:24
https://weibo.cn//u/3301135660,贺玉海,男,河北,11076,1643,886,我有点儿不同意，那些烈士也应该算是十四亿多一点里边的，他们贡献的要更重要,0,2020-06-17 14:54
https://weibo.cn//u/1973168067,crystals1987,男,海外,2301,769,197,为中国的医护人员点赞！！！,0,2020-06-15 09:01
https://weibo.cn//u/2698316821,要成为一个过新生活的酷酷的瘦子,女,其他,144,891,117,以爱国主义为核心的民族精神,0,2020-06-13 17:32
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6436060969,那些细思极恐的事,女,浙江,720,529,44865,高考，是普通孩子最容易的上升途径。加油吧[加油],4212,2020-06-07 07:01
https://weibo.cn//u/2323375044,原来是涓涓呀,女,陕西,2559,526,1659,乾坤未定，你我皆是黑马 。加油少年 [加油]祝都能金榜题名[加油],3177,2020-06-07 07:03
https://weibo.cn//jh0431,寻味长春,男,吉林,20380,1603,1847856,备考期多了一个月，改变命运的可能就在当下的每一天。乾坤未定，你我皆是黑马！转发祝福，加油，少年！,1334,2020-06-07 07:02
https://weibo.cn//u/5702542777,是溪嘻溪嘻嘻,女,甘肃,29,73,28,回复@做一朵白云-:时隔半年我才看到😂😂😂💟💟💟,0,2020-12-24 20:13
https://weibo.cn//u/5058027493,王二浪和易只羊,女,福建,95,337,526,距离2021高考还有203天 真的好累啊,0,2020-11-14 22:01
