评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5411610048,红酒224,男,山东,154,354,57,2周前我返京，在高铁上一邻座秃头男子一直干咳不断，还一直在车厢内晃悠，快到站时他去厕所好长时间(猜测是物理降温），当时我们邻座几个就很慌，下车时都嘀咕，我主动给高铁反应，但没被受理，现在，，。我希望交通部门认真负责起来，只测体温有个屁用，我买个冰棍凉一会也能通过。一个普通小市民记。,2630,2020-06-12 16:53
https://weibo.cn//u/5330863428,挺帅小哥,男,广东,586,193,539,实在找不到源头 密切接触者早发现早隔离 大家也会比较安心,1624,2020-06-12 16:26
https://weibo.cn//u/5594031969,邢敬帅灬,男,河北,272,242,59,那里缺抬尸体的工作，我想做。,0,2020-10-08 23:29
https://weibo.cn//u/5870230293,龙姑娘不爱喝酒爱吃肉,女,广东,820,596,121,回复@实在人V:但是传染率真的很高！,0,2020-07-10 18:07
https://weibo.cn//u/1963035523,辛灵犀,女,北京,112,19,19,回复@会玩滑板的煎蛋:新发地离我们好近,0,2020-07-07 09:03
https://weibo.cn//u/2751585277,__随风潜入夜__,男,北京,2326,1404,484,回复@Doreen_00:据说是进口当然海鲜带毒,0,2020-07-06 16:30
https://weibo.cn//u/5784161316,哎呦今天风挺大,女,北京,87,885,107,回复@红酒224:这个时期我觉得敏感点时间好事，多少人是因为大意不在乎感染上的,0,2020-07-04 10:10
https://weibo.cn//u/6450826813,lllii林梦,女,其他,1,36,7,回复@西红柿里有草莓啊:图片评论 评论配图,0,2020-06-25 11:48
https://weibo.cn//u/2865179062,目标90斤呀呀呀,女,湖北,26,372,207,回复@皇城根儿俗人:你的名字跟你的评论贴合极了。,0,2020-06-24 20:13
https://weibo.cn//u/5147140511,西瓜西瓜千万孤独,女,江苏,256,281,20,为啥为啥发布会，不戴口罩,0,2020-06-20 17:12
https://weibo.cn//u/5607191995,小小小小馥啦啦啦,女,北京,205,369,113,回复@萌萌_cy:我身处花乡，跟活在一月份有区别吗？,0,2020-06-18 19:17
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6299284013,海与夕阳藏着你,男,山东,4,67,10189,莫非这就是养生迪,9905,2020-06-10 10:57
https://weibo.cn//u/5679508036,iBingo,男,山东,20911,1807,590543,我看到了大家老了以后蹦迪的样子,6644,2020-06-10 11:00
https://weibo.cn//u/5319005755,可乐高级鉴赏家,男,浙江,96,339,27461,死了都要嗨,4702,2020-06-10 10:58
https://weibo.cn//u/1791172584,ZHOU_Z-H-O-U,女,其他,70,178,528,回复@米开朗基罗_猴:hhhh有点浪漫,0,2020-10-12 17:43
https://weibo.cn//u/3738717737,Millla--x,男,内蒙古,129,108,77,回复@peche_abricot:,0,2020-08-10 00:12
https://weibo.cn//u/6777333645,R轻松熊永不倒立,女,浙江,231,236,14,回复@君安为先:搞不懂在这个视频下面艾特我干嘛,0,2020-08-01 22:31
https://weibo.cn//u/2141832867,西夏的马甲,男,其他,339,782,71,这也能防疫？真是做样子，,0,2020-08-01 09:52
https://weibo.cn//u/6035221097,君安为先,男,上海,375,267,62,@-吃橙皮的怪兽,1,2020-08-01 08:59
https://weibo.cn//u/6290559820,在湘异人,男,其他,18,15,8,还不如课间操呢,0,2020-07-31 22:48
https://weibo.cn//u/5855687204,阑珊灯火江城夜,男,其他,2,116,24,灵魂？,0,2020-07-31 13:37
https://weibo.cn//u/3290953380,PursuerZ小邹,男,浙江,14,42,97,刘备：接着奏乐，接着舞,0,2020-07-30 21:48
https://weibo.cn//u/2679791880,lave-凡,男,西藏,153,105,75,有啥用不戴口罩,0,2020-07-30 16:12
https://weibo.cn//u/6289142118,风吹屁屁小绵凉,男,浙江,43,111,32,回复@饿了会睡不着:瞎了我的眼,0,2020-06-30 06:55
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/3806042311,飞飞莎拉,男,广东,286,271,141,一个美食博主，硬是被逼成社会学家和战地记者了,117735,2020-06-09 20:10
https://weibo.cn//u/6800463841,温简-,女,广东,55,103,54,我觉得，我真的不需要听杰瑞说“我爱中国”怎样怎样的话，毕竟他的祖国在美国,78410,2020-06-09 22:13
https://weibo.cn//u/6591601799,狮子尾小行星不停转-,女,北京,16034,477,164,郭杰瑞从吃播博主变成了战地记者,44370,2020-06-09 20:14
https://weibo.cn//u/2389779364,霁月谪仙,男,海外,337,778,87,回复@24K休止符:这有什么。特朗普天天被美国人黑。人家特朗普也不会做出什么事,1,2020-06-17 12:20
https://weibo.cn//u/3164973320,JWenMind,男,广东,27,161,54,1,0,2020-06-17 12:14
https://weibo.cn//u/7268732747,咖啡里的奥奥,女,其他,334,286,14,热搜吗,0,2020-06-17 12:13
https://weibo.cn//u/7109723979,工藤·嘟嘟的世界,女,江苏,123,90,56,@DannyBoy_,0,2020-06-17 12:07
https://weibo.cn//u/2467045270,秋香是只猫,女,浙江,328,161,370,热搜什么时候更新啊,4,2020-06-17 11:59
https://weibo.cn//u/5947778620,人倚昆仑,男,安徽,19,36,5,主持人问的问题让杰瑞很尴尬😓,1,2020-06-17 11:54
https://weibo.cn//u/6339669757,成果来之不易520,男,安徽,1339,749,43,马上要解封了。,2,2020-06-17 11:53
https://weibo.cn//u/1412149374,tea1111980,男,其他,54,257,91,转,0,2020-06-17 11:51
https://weibo.cn//u/5507892847,帅肛毛,男,河南,475,174,67,还有三小时解封,1,2020-06-17 11:50
https://weibo.cn//u/6138239061,Mr撒野,男,广东,20,177,44,。,1,2020-06-17 11:32
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6047307722,沐晟1983,女,山东,234,98,22,自己养的狗，屎再臭也得收拾，但也希望，有人敢虐我家狗时，我也可以告他。,10194,2020-05-29 11:46
https://weibo.cn//u/7167856317,机机开花,女,澳门,6123,1003,2857,虐待小动物的得惩治一下,8136,2020-05-29 11:20
https://weibo.cn//u/5185817263,老王爷儿,男,北京,236,115,12981,配图可爱了,4227,2020-05-29 11:19
https://weibo.cn//u/6298070210,梵音音音77,女,江苏,183,176,59,回复@昨夜意阑珊:怎么说呢,0,2021-01-21 08:10
https://weibo.cn//u/2216733567,goyyyyyyyyyyyy,男,广东,1157,34,119,回复@问心无愧98881:我咒你啥了？脑子不好就去医院，而且针对你的言论，我说的都是事实,0,2020-12-01 09:18
https://weibo.cn//u/5613462274,问心无愧98881,男,其他,0,78,1,回复@goyyyyyyyyyyyy:咒人先咒己,0,2020-11-30 13:17
https://weibo.cn//u/1957454880,自在的小霜,女,浙江,17399,1617,3011,回复@有爱的温太医:去掉食用吧！人的用途也很多，要规范，否则可以强奸、抢劫无所不能,0,2020-10-23 08:25
https://weibo.cn//u/5948391353,lxtyzl,男,广东,14,15,23,回复@大豆不是窦:大多数做生意的真的都有这么清高吗，全国偷狗案查获起来随随便便都是几吨几吨的吧？能是只有个别黑心商家接受来路不明的狗肉吗，而且这还只是被查到的，你知道这背后的黑色产业链有多猖獗吗,0,2020-10-03 14:46
https://weibo.cn//u/5948391353,lxtyzl,男,广东,14,15,23,回复@大豆不是窦:你可真想多了，你看到那些狗肉车上的狗了吗？如果真是肉狗养殖场出来的，为什么长得五花八门的？难道一窝狗仔里只用一只吗？,1,2020-10-03 14:43
https://weibo.cn//u/7424065493,大豆不是窦,男,新疆,18,14,4,回复@lxtyzl:请问您没看见我括号里的字吗？,0,2020-09-22 20:29
https://weibo.cn//u/5948391353,lxtyzl,男,广东,14,15,23,回复@业炎神火计:所以呢,0,2020-09-20 22:19
https://weibo.cn//u/5948391353,lxtyzl,男,广东,14,15,23,回复@大豆不是窦:别这么肯定，我们老家那边就隔三差五地丢狗，有些狗肉馆是真的黑,0,2020-09-20 22:19
https://weibo.cn//u/1010305502,就是比你过得好,男,海外,542,603,133,回复@种花家的小兔兔_42561:导盲犬早该取消了，狗本身和别的动物没有区别，只是养狗的人比养其它动物的人多，狗咬人的也最多，狗对人的威胁也是最大的，这你怎么不说呢？谁和狗是伴侣？别把养狗人的意志强加给别人。,0,2020-08-19 01:36
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/1953148543,江南浅玥,女,上海,2140,803,34173,这个女孩好棒！希望她和她妈妈都能走出伤痛，坚强活下去！,61445,2020-06-07 11:49
https://weibo.cn//jh0431,寻味长春,男,吉林,20385,1603,1847852,女孩靠着自己的坚强和智慧，给了母亲力量和信心。 👍x,24078,2020-06-07 11:48
https://weibo.cn//744427180D,启迪者House,男,新疆,33,57,11881,这就是善意的谎言，虽然结局还是谎言，但是最起码可以让个别人好受很多,19938,2020-06-07 11:49
https://weibo.cn//u/5050325039,木子李阳l,女,河南,325,94,116,这女的微博是多少,0,2021-01-18 10:35
https://weibo.cn//u/2191311490,麻薯软呼呼,女,江苏,2632,553,381,🙏🙏🙏,0,2020-08-27 07:52
https://weibo.cn//u/7380375838,夷则25031,男,其他,1,11,2,回复@Lupuste:好，你赢了，你说得对,0,2020-07-30 18:57
https://weibo.cn//u/6925216370,Lupuste,男,其他,0,75,1,回复@夷则25031:你的也语气不像是关心武汉，我为什么要长篇大论满足你的好奇心？,0,2020-07-29 11:33
https://weibo.cn//u/6925216370,Lupuste,男,其他,0,75,1,回复@夷则25031:我没有义务跟你做报道，上面那句话说的很清楚,0,2020-07-29 11:31
https://weibo.cn//u/7380375838,夷则25031,男,其他,1,11,2,回复@Lupuste:我说不信了？自己什么说不出来还伤疤，笑死了,0,2020-07-29 10:16
https://weibo.cn//u/6925216370,Lupuste,男,其他,0,75,1,回复@夷则25031:你要是真觉得那么美好，那么我祝愿这种美好的事情接下来发生你的家乡你的头上，到时候千万不要叫惨，反正我是不信的。,0,2020-06-30 10:43
https://weibo.cn//u/6925216370,Lupuste,男,其他,0,75,1,回复@夷则25031:当初你应该过来体验一下,0,2020-06-30 10:38
https://weibo.cn//u/2020413913,亚麦儿,女,福建,260,332,45,亲人离世是最难熬的坎，只能愿活着 人坚强，真太难了。在心里愿自己的老爸在天堂安息,0,2020-06-26 15:38
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//lcmchiman,村上春明,男,广东,604,564,1208,别卖给美国，因为它会起诉你说你产品质量不行要求赔钱,31371,2020-06-07 10:42
https://weibo.cn//actiu,Omsteel-主营欧美进口家具12年,男,广东,919,413,491,不会免费提供吧？我不同意免费提供。,21939,2020-06-07 10:42
https://weibo.cn//u/3478726593,不好意思让您受惊了,男,海外,100,280,253,研制成功了再说,9199,2020-06-07 10:39
https://weibo.cn//u/5790999283,杰克斯汤森,女,其他,1,41,2,回复@iBingo:入你🐎,0,2020-06-08 13:14
https://weibo.cn//u/7329940012,啵啵奶膘子,男,其他,640,94,531,自豪！真棒！,0,2020-06-08 13:05
https://weibo.cn//u/6040088705,Hoan_y,男,其他,6,112,7,回复@执笔的闲云生:爷华南理工大学毕业，毕业出来社会你就知道了哦活在象牙塔里的小屁孩,0,2020-06-08 12:55
https://weibo.cn//u/2036291293,卧虎山上藏龙虾,男,广东,4320,264,290,以人为本,0,2020-06-08 12:52
https://weibo.cn//actiu,Omsteel-主营欧美进口家具12年,男,广东,919,413,491,回复@XXINOUON-E:嗯，好的！我也没有期望有用呢。就是随手发出来的。,0,2020-06-08 12:49
https://weibo.cn//u/7371721922,不是吧又保底,女,其他,353,466,16,回复@璇玑宝宝yby:那是必须的,0,2020-06-08 12:47
https://weibo.cn//u/3122807557,XXINOUON-E,女,山东,1503,377,925,回复@Omsteel-主营欧美进口家具12年:可是你的意见不管任何用,0,2020-06-08 12:43
https://weibo.cn//u/5674561709,李最秀ing,男,海外,5,17,4,回复@我叫王呆萌:闭嘴，Chinese get out ！,1,2020-06-08 12:14
https://weibo.cn//u/6062218326,EasyMoneySn7per_AllenYu,男,北京,584,338,1441,回复@不好意思让您受惊了:楼主这话听起来确实怪怪的，我觉得这样说是大国最起码的担当，也是中国决心彻底战胜疫情的信心吧。,0,2020-06-08 12:12
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/3135076973,双胞胎熊孩子的倒霉妈,女,河北,514,235,1228,特朗普:美国是最接近天堂的国家,10171,2020-06-07 05:43
https://weibo.cn//u/6436060969,那些细思极恐的事,女,浙江,720,529,44864,可是他们的总统推特里天天发的还是选举选举选举。,5827,2020-06-07 05:42
https://weibo.cn//u/1803598905,徐研玲,女,山东,32900,791,22051,美国 将近11万人的死亡，唤不醒一个心里只有政治的总统，也无法打动一个只要资本的政府。。🙏,4875,2020-06-07 05:47
https://weibo.cn//u/7080115109,苦乐两掺,男,河南,53,254,31,众所周知川普是个形容词，比如特朗普老川普了,0,2020-06-27 18:50
https://weibo.cn//u/5030840381,小天Winllior,男,上海,59,22,20,回复@zjhfromhell:检测能力也只有2w左右而已每天。这200w看看就行了，水分太足,0,2020-06-20 03:54
https://weibo.cn//u/5030840381,小天Winllior,男,上海,59,22,20,回复@评论区最靓的仔:很明显检测能力只有2w左右,0,2020-06-20 03:53
https://weibo.cn//u/6348760646,瑰虞,女,重庆,1105,1296,101,回复@Iris_Sivan:笑死我了q,0,2020-06-12 23:46
https://weibo.cn//u/2627574687,游少的风,女,福建,525,314,644,美国人看得到我们的评论吗,0,2020-06-12 16:53
https://weibo.cn//u/7429058133,第几格号了,男,北京,53,57,30,我靠11万呢 多少人啊,0,2020-06-11 19:37
https://weibo.cn//anseiwoo11,土山懿,女,河北,719,413,160,不支持我的都得死,0,2020-06-11 15:49
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/6013283370,张之辰1117,男,海外,19523,2048,64,跟马云说声，晚上我就不去了，改天我请客。,13964,2020-06-06 17:36
https://weibo.cn//u/5779030420,淸晨_love,男,北京,127,316,4264,淘宝：以后6月6日定为火锅日，网购锅8折！,9444,2020-06-06 17:02
https://weibo.cn//u/6583849152,Zer0ne_01,男,其他,13,187,32,回复@讨厌雾霾L:资本家的狗来啦 快栓好绳子,0,2020-09-13 19:06
https://weibo.cn//u/6097483998,讨厌雾霾L,男,山东,3,66,2,回复@Zer0ne_01:你这种羡慕忌妒恨小人,0,2020-09-13 14:21
https://weibo.cn//u/7408259145,7kookieking_ZC,女,海外,3981,943,1671,支持正能量,0,2020-08-03 08:46
https://weibo.cn//u/5850469840,YourDedi,男,四川,1,76,155,回复@以后非加油不可-:弱智,0,2020-08-01 06:08
https://weibo.cn//u/3288416495,L-guoguo-official,女,海外,99,123,190,回复@淸晨_love:淘宝过来抄作业,0,2020-07-16 19:50
https://weibo.cn//u/3288416495,L-guoguo-official,女,海外,99,123,190,英雄之宴,0,2020-07-16 19:48
https://weibo.cn//u/2151668995,淡定哥苦行僧,男,安徽,598,484,188,//,0,2020-07-15 23:22
https://weibo.cn//u/2151668995,淡定哥苦行僧,男,安徽,598,484,188,//,0,2020-07-15 23:21
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/7378571400,戊烷丶,男,北京,13,106,1,看到翻栏杆我笑出声来,15673,2020-06-04 19:36
https://weibo.cn//275511202,化小硕,女,北京,1399,349,418,确认过眼神，是我要抓的人,9922,2020-06-04 19:35
https://weibo.cn//u/1997778642,千黛汐Rebecca,女,安徽,325,73,7476,刑警敏锐力太强了,9631,2020-06-04 19:36
https://weibo.cn//u/3947758892,涛251030,男,福建,209,99,167,红衣男：本来我是想过来派出所投案自首的，现在在门口被抓到，这种情况算不算。,0,2020-08-02 15:05
https://weibo.cn//u/3947758892,涛251030,男,福建,209,99,167,回复@一只画山水的猫:红衣男：本来我是想过来投案自首的，现在这种情况算不算。,0,2020-08-02 15:03
https://weibo.cn//wlnpc,a-Fisher,男,其他,643,278,366,说明刑警不愧是刑警，身手真的好,0,2020-08-02 13:51
https://weibo.cn//u/2134508090,無face光,男,广西,23,141,117,你这跨栏动作，比东莞仔还帅,0,2020-08-02 12:54
https://weibo.cn//u/2955926564,youworth-,女,福建,41,125,102,回复@夏日绵绵草莓牛奶冰:笑死了哈哈哈哈哈哈哈哈,0,2020-08-02 08:03
https://weibo.cn//u/6449867365,夏日绵绵草莓牛奶冰,女,其他,662,654,175, 哈哈哈那一下摔得够疼,0,2020-08-02 00:38
https://weibo.cn//u/3365644110,_Letbygonesbebygones,男,江苏,46,242,38,摔得不轻,0,2020-08-01 22:41
https://weibo.cn//u/5597595356,Zzzli-,女,其他,158,90,234, 笑死了,0,2020-08-01 11:06
https://weibo.cn//u/6370872091,有始有终1030,男,其他,1262,362,23,这嫌疑犯也好狡猾，后面警察快接近的时候，他走Z字型路线，防止有人接近。所以很快发现警察。而且之前路口跟警察面对面看过。被认出来了,0,2020-08-01 09:42
https://weibo.cn//u/1840985067,lam-kong,女,广东,1184,570,893,为什么不给刑警打码？,0,2020-07-31 23:23
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/3366711520,医美小卖部-,女,广东,1109,312,5599,乡村爱情故事,8311,2020-06-04 13:31
https://weibo.cn//u/7029260369,Lydia的猫呢,女,广东,5378,574,10121,真开心啊,6996,2020-06-04 13:31
https://weibo.cn//u/3248036930,zu海洋,男,云南,437,49,3175,背后都有团队，现在很少有草根可以红了。,3072,2020-06-04 13:32
https://weibo.cn//u/2246153000,LeoStrrauss,男,上海,7169,1047,916,每次看这段跳舞视频都好快乐，专门下了快手去看了之后发现背景音乐对传播加成好多,0,2020-12-11 16:37
https://weibo.cn//u/6461064248,爱动脑筋的wangwei,女,广东,249,367,232,两个大奶,0,2020-11-27 21:23
https://weibo.cn//u/5536454747,六月夏游,女,广东,1170,142,96,回复@zu海洋:？？？？？？？？,0,2020-08-01 14:17
https://weibo.cn//u/2785844725,爱学rin的Heywood,男,河南,713,424,192,回复@荏苒在衣23:总有人自以为是，以为自己的思想就是整个宇宙🤷♀️,0,2020-07-30 01:23
https://weibo.cn//u/6048144795,你不长高我都看不到你了,女,其他,16013,370,253,好开心呀。,0,2020-07-29 18:47
https://weibo.cn//u/6212245124,只要长得可爱我都喜欢,男,上海,448,482,89,温州就离谱,0,2020-07-29 18:34
https://weibo.cn//u/1436149530,竹梅宝宝,女,海外,311,92,59,看着真美好！看着也想跟着蹦！自然！洒脱！喜欢！,0,2020-07-28 22:07
https://weibo.cn//u/5341267882,小奶狗变小狼崽,女,福建,301,33,16,怎么不放之前在城市里跳舞的,0,2020-07-28 11:58
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/2084003885,蜜少最帅,男,广东,1607,636,132,大家不要带着有色眼镜看待湖北人和曾经确诊的人，就是这次普查的最大意义。,4370,2020-06-02 16:20
https://weibo.cn//u/5999622771,喜宴小丸子,男,江苏,3176,117,38,哇 真的好成功 作为爆发地武汉能够做到这么多人无确诊 大家真的很辛苦了,2640,2020-06-02 16:20
https://weibo.cn//u/5833635851,试过了这坑出不去,女,北京,867,129,1154,真棒,1357,2020-06-02 16:17
https://weibo.cn//u/6394393066,毛____________,女,甘肃,335,170,31,回复@有生活有成果:并没有 我已经买了一堆湖北的农产品了,0,2020-08-22 14:16
https://weibo.cn//u/2194919054,乐观的猴子天天向上,男,湖北,140,328,137,回复@抽抽2333:外在的杜绝了  内心的避免不了。比如现在8月份了 外地人看到湖北人还是会潜意识的躲闪,0,2020-07-31 00:55
https://weibo.cn//u/5898476903,热心群众王同志,男,其他,100,142,30,回复@没注册过的微博名:别你想不懂的就感觉不可能，世界比你想的大多了,0,2020-07-29 19:18
https://weibo.cn//foreverp,阿辉菜菜哒,男,湖北,952,452,434,意义重大，全民排查！,0,2020-06-30 09:41
https://weibo.cn//u/1786920950,离离皆辛苦-,女,四川,520,321,118,@Melo_Tee,0,2020-06-19 12:58
https://weibo.cn//u/5941297842,小小啊哲啊,男,北京,4,116,479,回复@Yi娃娃式飘:然而现在北京出不去了,0,2020-06-19 01:24
https://weibo.cn//u/3605554464,我是JY呀,女,广东,515,89,105,回复@柳叶菲09:也要为武汉人民点赞，他们太棒了,0,2020-06-17 06:22
https://weibo.cn//tonysoong,Tony_Tone,男,浙江,2151,765,736,回复@行者-无疆--: 测抗体呢,0,2020-06-10 07:43
https://weibo.cn//boy18to,Gromm_Hellscream,男,海外,16344,268,5367,     举报             赞[0]         回复             2020-06-09 18:04:17 来自网页,0,2020-06-09 18:04
评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/5252863256,做个优秀的国人,女,山东,2192,2371,181,人民的英雄一路走好，,1510,2020-06-02 10:36
https://weibo.cn//u/1931256654,卧槽bo,男,江苏,64,14,51198,英雄，一路走好！,739,2020-06-02 10:35
https://weibo.cn//u/6255146945,胡歌今天结婚了吗,女,陕西,1667,273,333,胡医生走好,613,2020-06-02 10:36
https://weibo.cn//u/3579465694,Millet_Congee,女,其他,173,65,60,阿西吧，,0,2020-10-01 00:12
